"Gene"	"logFC"	"logCPM"	"LR"	"PValue"	"FDR"
"ACTR5"	"ACTR5"	0.0418147962803566	3.39999664867973	1.0761235893126	0.299566356862034	0.320084297608064
"ACTR6"	"ACTR6"	-0.195935836499725	5.37915080101864	40.7550828278518	1.72554038038462e-10	2.88293688249604e-10
"ACTR8"	"ACTR8"	-0.0659107343046967	4.95248992008187	4.63446870299697	0.0313358453211858	0.0362832146456696
"ACVR1B"	"ACVR1B"	-0.40741748933937	5.92923129211	100.382799950079	1.25614211142345e-23	3.23062166407485e-23
"ACVR1C"	"ACVR1C"	-2.03294575682102	2.47004298302075	174.424819005829	7.9948914380341e-40	3.50946159334201e-39
"ACVR1"	"ACVR1"	0.198643373794336	5.19490311302865	24.8665613698035	6.14389366657279e-07	8.91859506778043e-07
"ACVR2A"	"ACVR2A"	-0.277319486502066	4.41226639220439	39.1131951298794	3.99931869207627e-10	6.58981751709403e-10
"ACVR2B"	"ACVR2B"	-1.406580375011	5.00190017385578	390.667516850331	5.92322663262965e-87	1.31519251473281e-85
"ACVRL1"	"ACVRL1"	0.715609374139479	4.23066312867748	113.445384392225	1.72364216513363e-26	4.8908599813092e-26
"ACY3"	"ACY3"	-1.41276798176752	2.75346755837733	65.8707916351485	4.81474299546379e-16	9.76232974024221e-16
"ACYP1"	"ACYP1"	0.197129480679533	2.49839223968931	7.61369867856877	0.00579265462030109	0.00699476694787712
"ACYP2"	"ACYP2"	0.331456389050612	5.00974320042072	36.6158197437984	1.43859477753665e-09	2.31947172228512e-09
"ADAD2"	"ADAD2"	-1.40655124361889	0.777214253371861	57.4193666267104	3.52122953327391e-14	6.68548720697788e-14
"ADAL"	"ADAL"	-0.130078489291048	3.85453439201335	10.3497621893475	0.00129491366351089	0.00162096542210525
"ADAM10"	"ADAM10"	0.13566572161555	5.97231913460134	9.1303968065921	0.00251397187714519	0.00309637322319473
"ADAM11"	"ADAM11"	-1.43984878950288	3.90070520445774	107.630959610454	3.23787585401684e-25	8.80607340571142e-25
"ADAM12"	"ADAM12"	2.6388080004279	3.92151835785905	352.990577164244	9.46034245206154e-79	1.55280473558384e-77
"ADAM15"	"ADAM15"	0.369399453652497	6.30122102395298	85.405648372149	2.43025409467814e-20	5.61935609785264e-20
"ADAM17"	"ADAM17"	0.327847181174842	5.56828945391752	62.8883863794066	2.18758321153394e-15	4.3288193211286e-15
"ADAM19"	"ADAM19"	1.53963419773778	4.11496338981911	228.805060437648	1.08628020670566e-51	7.16123795650174e-51
"ADAM22"	"ADAM22"	-1.45685391370715	4.95060901678799	249.271581499113	3.74319446234125e-56	2.8732887715437e-55
"ADAM23"	"ADAM23"	-0.0123498941642812	4.86943273337716	0.0232935877795626	0.878696083081422	0.887647979538744
"ADAM28"	"ADAM28"	0.00516402179656659	3.87509316210263	0.00229442584588924	0.961795807569015	0.96526293976961
"ADAM33"	"ADAM33"	2.16538495296346	3.10793476576284	288.719009181728	9.4552869659555e-65	9.62617365725301e-64
"ADAM6"	"ADAM6"	0.656426230570187	4.72843286998903	7.32422474126599	0.00680313032970267	0.00818422118855788
"ADAM8"	"ADAM8"	1.58406696432907	2.87150202315667	254.339258664247	2.94085765179787e-57	2.33670670829187e-56
"ADAM9"	"ADAM9"	1.03894058525866	7.34535540894778	322.626564450893	3.87958994564644e-72	5.10589305846578e-71
"ADAMDEC1"	"ADAMDEC1"	2.09921658047735	1.13812154349824	64.1683141813763	1.14231191650806e-15	2.28194419970847e-15
"ADAMTS10"	"ADAMTS10"	-0.237291877849487	4.47849518040364	14.8173605007286	0.000118440155015178	0.000156005652275019
"ADAMTS12"	"ADAMTS12"	0.297728474536787	1.13662428397253	5.39539528888815	0.0201899517384914	0.0236672009164486
"ADAMTS13"	"ADAMTS13"	-1.17621359117816	3.98530724360667	231.689228628646	2.5524410646253e-52	1.71708593367009e-51
"ADAMTS14"	"ADAMTS14"	1.06585101250709	2.41111894113383	59.3311179322186	1.33252652567826e-14	2.56973311738966e-14
"ADAMTS15"	"ADAMTS15"	-0.213148602885981	2.05263254151182	1.65665814600504	0.198055138982506	0.215113230328587
"ADAMTS16"	"ADAMTS16"	-0.931226177440641	0.336162886914093	27.6210957882306	1.47560626092197e-07	2.19348514625397e-07
"ADAMTS17"	"ADAMTS17"	-0.506012736388919	1.82474075569202	18.2127043872944	1.97556644297697e-05	2.6925508750685e-05
"ADAMTS18"	"ADAMTS18"	1.18001025208778	0.642180641975244	28.1822675222835	1.10411495078754e-07	1.64973393978236e-07
"ADAMTS19"	"ADAMTS19"	-2.00318841417503	0.614174980370531	103.898253811392	2.12977090749661e-24	5.62845809197306e-24
"ADAMTS1"	"ADAMTS1"	0.89334725206529	5.00713902044263	65.113496151194	7.07061619218682e-16	1.42326627661692e-15
"ADAMTS20"	"ADAMTS20"	-3.75303874205058	0.962488086598138	139.657065722714	3.16377928623199e-32	1.08176742387295e-31
"ADAMTS2"	"ADAMTS2"	0.607441220510893	1.05772128350561	21.9160565074922	2.84840646705973e-06	4.03526572302806e-06
"ADAMTS3"	"ADAMTS3"	2.13328705214474	2.30940332371524	212.172924429489	4.61112209764311e-48	2.65006806699402e-47
"ADAMTS4"	"ADAMTS4"	0.128296456595484	4.55525207756832	1.12680649857373	0.288457544989282	0.308830045763188
"ADAMTS5"	"ADAMTS5"	-0.608709231087331	3.27126693502546	41.3891170059544	1.24749972297666e-10	2.09440490427149e-10
"ADAMTS6"	"ADAMTS6"	-0.680297306660619	3.45982854355573	46.7265426266789	8.16160486427816e-12	1.42993529735151e-11
"ADAMTS7"	"ADAMTS7"	1.40871178620022	2.57261764961638	139.20713894997	3.9682363403472e-32	1.35235775657265e-31
"ADAMTS8"	"ADAMTS8"	-1.12117917710645	3.10992690377389	100.945839444479	9.45332864108056e-24	2.44036802312631e-23
"ADAMTS9"	"ADAMTS9"	0.719335684404519	5.16454821550788	58.2549691594121	2.3025464883547e-14	4.40517583083269e-14
"ADAMTSL1"	"ADAMTSL1"	0.206123223602229	2.55271007903876	2.02905161502622	0.15431687744958	0.169309998850895
"ADAMTSL2"	"ADAMTSL2"	-0.826648416753263	4.9132286817708	158.154933564941	2.8627757334338e-36	1.12042185166048e-35
"ADAMTSL3"	"ADAMTSL3"	-1.52803307549653	2.24919037757156	106.011037059206	7.33256657186541e-25	1.9690885969374e-24
"ADAMTSL4"	"ADAMTSL4"	1.6911728586877	2.7949181678659	264.460106904845	1.82957606443874e-59	1.55804545205174e-58
"ADAP1"	"ADAP1"	-1.3420386481621	5.35568463485011	160.16384162647	1.04195994936219e-36	4.13953188444468e-36
"ADAP2"	"ADAP2"	0.778940734587467	4.1107134735441	105.47130299065	9.62822271654637e-25	2.57600776690892e-24
"ADARB1"	"ADARB1"	-0.878888371319821	4.56433385988669	144.794152110573	2.3821254335431e-33	8.45453049801505e-33
"ADARB2"	"ADARB2"	-3.20934373900465	3.15505699840343	391.925951575689	3.152084753251e-87	7.03123743803001e-86
"ADAR"	"ADAR"	-0.134269606885218	8.57675347403636	11.1509886263441	0.000839869022611703	0.00106143900832384
"ADAT1"	"ADAT1"	0.0539450258857606	3.6472381478485	1.18289440318722	0.276767539389081	0.296731368417073
