"Gene"	"logFC"	"logCPM"	"LR"	"PValue"	"FDR"
"EDEM1"	"EDEM1"	0.310304422928581	4.76262983612374	68.156557240347	1.51016446280176e-16	3.10240541052662e-16
"EDEM2"	"EDEM2"	1.15922054203855	4.60938853317936	768.884838981453	3.14213620174726e-169	8.42383440605464e-167
"EDEM3"	"EDEM3"	-0.211704619236649	5.98238945911911	39.247418645508	3.73361656123154e-10	6.15831912463815e-10
"EDF1"	"EDF1"	-0.0482797759568967	7.50913837709888	2.07770895498641	0.149464365259387	0.164210033836241
"EDIL3"	"EDIL3"	-1.05877548644986	5.3104172576363	63.2856670349693	1.78800609707335e-15	3.5517239664285e-15
"EDN1"	"EDN1"	-0.335395438170025	3.86323561999128	8.86658199651231	0.00290438438917357	0.00356328583068354
"EDN3"	"EDN3"	0.649588863528094	3.61731074589981	23.2898537418733	1.39333094191616e-06	1.99340370057517e-06
"EDNRA"	"EDNRA"	0.422405762636904	4.87000331362232	18.3486263520265	1.83951563336156e-05	2.51019585485675e-05
"EDNRB"	"EDNRB"	-0.781326832321651	8.70751101259852	51.3106082500642	7.88484004182541e-13	1.43259072898477e-12
"EEA1"	"EEA1"	-0.081330045173425	5.7627479604179	3.02129623710425	0.0821777580243169	0.0921595323354276
"EED"	"EED"	0.416385114355332	4.41260774483705	147.259707168027	6.88586134555e-34	2.47484147714815e-33
"EEF1A1"	"EEF1A1"	0.264322888115222	12.0414914271698	13.7110119694253	0.000213200723685085	0.000277239457180362
"EEF1A2"	"EEF1A2"	-0.322313401345587	7.41482202230684	7.0763749422	0.00781068641030085	0.00936984646684831
"EEF1B2"	"EEF1B2"	-0.563240735739496	7.27170613097186	102.522064711082	4.26589772366234e-24	1.11859085936352e-23
"EEF1D"	"EEF1D"	-0.385512524875785	8.5273066261546	57.5968865235513	3.2173446371414e-14	6.11734939741214e-14
"EEF1E1"	"EEF1E1"	-0.0571514085516986	4.24691624368312	1.90277243217497	0.167768323702404	0.18353978857702
"EEF1G"	"EEF1G"	-0.484318986327093	9.44419621423749	66.5982588920898	3.32880013263414e-16	6.77601793027902e-16
"EEF2K"	"EEF2K"	0.114610484365049	5.40859581504828	6.96049268942204	0.00833290834722613	0.0099781235850118
"EEF2"	"EEF2"	-0.683129478612152	11.4020741146135	112.336392668318	3.01549464397776e-26	8.48170117755315e-26
"EEFSEC"	"EEFSEC"	-0.00706362771497796	4.8037960729968	0.0428374911433593	0.836031570395911	0.847446369179499
"EEPD1"	"EEPD1"	-1.14710083929455	6.24799279841358	138.303156966529	6.25589912442707e-32	2.11752751050574e-31
"EFCAB1"	"EFCAB1"	0.371279933296931	1.62765262233678	3.19920198025477	0.0736742112124612	0.0830024556982724
"EFCAB2"	"EFCAB2"	0.0224510906427135	4.35353390171969	0.121337334968302	0.727588543955991	0.744613272363275
"EFCAB4A"	"EFCAB4A"	0.44584888399875	1.06163010137495	25.675388930008	4.03945865214651e-07	5.90997907095756e-07
"EFCAB6"	"EFCAB6"	-0.540426540535019	1.10432171651658	44.4675733651758	2.58605207185134e-11	4.45163803141402e-11
"EFCAB7"	"EFCAB7"	0.131025897635587	3.78634521084943	10.7041012697389	0.00106898302086507	0.00134267457861041
"EFEMP1"	"EFEMP1"	1.27578195368021	7.86912250792968	136.507606390236	1.54520581933386e-31	5.15674150449429e-31
"EFEMP2"	"EFEMP2"	2.01829108651534	5.88827437668976	435.561527216352	1.00101359104141e-96	3.08990911673913e-95
"EFHA1"	"EFHA1"	-0.0315098972075645	5.73945389513125	0.753189304499074	0.385468352880425	0.407300587157866
"EFHA2"	"EFHA2"	-1.12274681636228	4.06653319060701	204.592506924463	2.07825773866138e-46	1.14225274421415e-45
"EFHB"	"EFHB"	-0.991049378392164	1.63372686337792	59.6871391904525	1.11200848352933e-14	2.15048715149e-14
"EFHC1"	"EFHC1"	0.41694465522437	4.98175042273716	53.6378687881277	2.4106765204836e-13	4.45372179518136e-13
"EFHC2"	"EFHC2"	1.28799926137314	1.96214904021986	78.8250021463618	6.78627452906948e-19	1.49649499401887e-18
"EFHD1"	"EFHD1"	-1.16404959617515	6.8518370469418	142.013507576881	9.65890331231787e-33	3.35892248984929e-32
"EFHD2"	"EFHD2"	0.281100255095969	6.32346088127053	19.7226112283809	8.95356933762691e-06	1.23813949088571e-05
"EFNA1"	"EFNA1"	0.730784749894629	4.8559554619708	116.186075225797	4.32729632735469e-27	1.25117373539273e-26
"EFNA3"	"EFNA3"	-0.61953706023345	3.81594262282024	56.7015315671322	5.07240291179461e-14	9.57782404513507e-14
"EFNA4"	"EFNA4"	1.04651404517099	1.32672357454518	171.351632678935	3.74941146656907e-39	1.60782671213034e-38
"EFNA5"	"EFNA5"	-0.177920502987533	2.66395212158736	1.96473765517555	0.161007539805733	0.176410062345236
"EFNB1"	"EFNB1"	0.77132130409948	4.69004834280302	205.862826038697	1.09779640163351e-46	6.07987701088306e-46
"EFNB2"	"EFNB2"	1.31573071140115	5.10999540357011	284.941092293608	6.29331521794126e-64	6.16013011562783e-63
"EFNB3"	"EFNB3"	0.0167744829687783	5.75856326493262	0.0339023883658456	0.85391460055593	0.864544490681041
"EFR3A"	"EFR3A"	-0.148085807815062	6.23536659039311	8.39231510588934	0.00376810674891355	0.00459066577497446
"EFR3B"	"EFR3B"	-0.911041786488103	6.34876157545047	266.112875019813	7.98203425373366e-60	6.89474402692733e-59
"EFS"	"EFS"	-0.941018992704254	6.96050646493753	161.283253775691	5.93307210818169e-37	2.37865092523252e-36
"EFTUD1"	"EFTUD1"	-0.171263715773462	4.62786670911114	24.8837184030306	6.08945556859734e-07	8.84134472636482e-07
"EFTUD2"	"EFTUD2"	0.365254012239083	6.92551804614488	79.4560402848784	4.93075012187934e-19	1.09364898903703e-18
"EGFL7"	"EGFL7"	-0.100485557633225	4.73113355473519	2.32569895008999	0.127253050317945	0.140639927433612
"EGFLAM"	"EGFLAM"	1.49643350646102	2.25189808865812	190.058973260961	3.08644444461997e-43	1.52343867114774e-42
"EGFR"	"EGFR"	1.11913562963485	8.57035503491376	54.3253910294802	1.69892339044348e-13	3.15445862811982e-13
"EGF"	"EGF"	0.547731260944627	1.78112494541021	23.4845166353467	1.25923101623174e-06	1.80601222726242e-06
"EGLN1"	"EGLN1"	-0.0312072984033829	6.89840898597501	1.34572596808891	0.246026700851745	0.265049006416931
"EGLN2"	"EGLN2"	0.375167733650282	6.13284466119247	85.9746700316156	1.82255264929949e-20	4.23516768923094e-20
"EGLN3"	"EGLN3"	0.213315156708566	5.6435479979108	8.20936019391809	0.00416748432458665	0.00506614078151322
"EGR1"	"EGR1"	0.565056107804154	7.97959281068615	17.8129156517691	2.43723216023321e-05	3.30961541916295e-05
"EGR2"	"EGR2"	-0.130816301858049	4.82560359017337	0.81677876487845	0.366123665765283	0.387595781300475
"EGR3"	"EGR3"	-0.719596940898111	4.96985992499386	24.5987167257814	7.05987326370326e-07	1.02216006839316e-06
"EGR4"	"EGR4"	-2.02363149998233	0.624510151165855	60.6263313235901	6.90047847916453e-15	1.34325974106313e-14
"EHBP1L1"	"EHBP1L1"	0.340871054807294	4.8197042021975	26.8653513547632	2.18134734013102e-07	3.22304199255734e-07
"EHBP1"	"EHBP1"	-0.0637824122781946	6.33214553209956	2.80095186806477	0.094208362613107	0.105162654449067
"EHD1"	"EHD1"	-0.35585832264867	6.79525329361212	44.7324603207766	2.25881341244917e-11	3.89527597046178e-11
"EHD2"	"EHD2"	1.23426706088962	5.92266409605399	266.094359007707	8.05655332848251e-60	6.95496258416466e-59
"EHD3"	"EHD3"	-1.28639784572926	5.87971551805715	240.820299952388	2.60522218357698e-54	1.88202602553114e-53
"EHD4"	"EHD4"	0.968701891392362	4.5456943705543	195.680948762282	1.82976755399576e-44	9.40012238438489e-44
"EHHADH"	"EHHADH"	0.00889901724234841	3.13395316351383	0.0248886867764213	0.874644747471292	0.883863744879373
"EHMT1"	"EHMT1"	-0.308477124743147	5.64519310306242	51.3406578169131	7.76506515469775e-13	1.41136030438869e-12
"EHMT2"	"EHMT2"	-0.618344431755345	6.84848114879478	201.8942212803	8.06268904593167e-46	4.35535631783406e-45
"EI24"	"EI24"	0.310653542895552	6.79720728255793	140.875096518727	1.71338306843882e-32	5.91572780390862e-32
"EID1"	"EID1"	0.182651891131783	8.40430603211576	36.8415189960908	1.28132261677421e-09	2.07189852820734e-09
"EID2B"	"EID2B"	-0.504123250773604	3.21173618895138	85.0735792595852	2.8746617091836e-20	6.62788303294331e-20
"EID2"	"EID2"	0.315081995205766	4.18361542103598	56.6894738565668	5.10360109533195e-14	9.63547640285871e-14
"EID3"	"EID3"	1.1376094772103	0.400159014769917	110.470330365114	7.72936292079578e-26	2.14158826802604e-25
"EIF1AD"	"EIF1AD"	0.0706522697735693	4.450030669774	5.15362601266895	0.0231978824957645	0.0270900818658694
"EIF1AX"	"EIF1AX"	-0.00264278245841905	7.06865486853279	0.00686221462854064	0.93397996751914	0.939626684487463
"EIF1AY"	"EIF1AY"	0.248594202887492	3.99652427612159	0.592004469912013	0.441645047753801	0.463815404884424
"EIF1B"	"EIF1B"	0.118340062058449	6.11845701460416	10.8443907416519	0.00099095478856359	0.00124824262368703
"EIF1"	"EIF1"	0.228201953533503	9.32124270489652	56.8762599771964	4.64114910353175e-14	8.77611227427235e-14
"EIF2AK1"	"EIF2AK1"	0.272937250716107	7.76443456843452	70.6698432347447	4.22298661514382e-17	8.81559873503058e-17
"EIF2AK2"	"EIF2AK2"	0.0733335140964723	4.06303266049084	1.41721440993172	0.233862442182305	0.25237618900285
"EIF2AK3"	"EIF2AK3"	0.240815702894293	5.01171078935299	31.6066946558042	1.88777670412616e-08	2.9049046923506e-08
"EIF2AK4"	"EIF2AK4"	0.278136464864177	5.61198238151678	59.3431642059455	1.32439440725415e-14	2.55473122369331e-14
"EIF2A"	"EIF2A"	-0.0926396873192989	6.45487690535292	4.76521252864927	0.0290404737074946	0.0336847157970835
"EIF2B1"	"EIF2B1"	0.331126835782526	6.01757264701393	137.597715225064	8.92420125116106e-32	3.00385169758332e-31
"EIF2B2"	"EIF2B2"	0.218853963364749	5.30935841277119	35.4205261317879	2.65672303352019e-09	4.23117484667457e-09
"EIF2B3"	"EIF2B3"	0.692231367062629	4.6487709264839	326.614031209597	5.25130507604292e-73	7.10496669026854e-72
"EIF2B4"	"EIF2B4"	0.17106436295598	5.45506561961145	29.6993561573771	5.04515745427504e-08	7.64163470030757e-08
"EIF2B5"	"EIF2B5"	-0.0433999671139502	5.79336842366825	2.04207843469226	0.153000468804456	0.167954791240682
"EIF2C1"	"EIF2C1"	-0.338184616916932	5.78806378236203	67.329496333097	2.29718689479046e-16	4.70121213964964e-16
"EIF2C2"	"EIF2C2"	-0.24429976877462	2.78911783481657	9.93155487320223	0.00162469233554325	0.00202455502425549
"EIF2C3"	"EIF2C3"	-0.00118034394542204	2.59106910339057	0.000412554023114353	0.98379494109777	0.985360409732422
"EIF2C4"	"EIF2C4"	-0.618608850150368	4.39182167600351	137.655190844733	8.66960419664309e-32	2.91883395243726e-31
"EIF2S1"	"EIF2S1"	0.309993646775815	6.49865155873435	84.0219030641613	4.89323426437748e-20	1.12105321166945e-19
"EIF2S2"	"EIF2S2"	0.00809401683242852	6.26995887326052	0.0560112385533102	0.812915187610932	0.825459295156307
"EIF2S3"	"EIF2S3"	-0.0218273752541356	7.07080862932378	0.335479157380632	0.562450435017109	0.5836985625622
"EIF3A"	"EIF3A"	-0.926408146032281	7.80623961418474	504.718613272311	8.93932700763098e-112	4.63851745840408e-110
"EIF3B"	"EIF3B"	0.200807416308628	7.33902775366971	26.8364058804696	2.21426442482e-07	3.27067815187811e-07
"EIF3CL"	"EIF3CL"	-0.0803924790536299	8.86333735485377	2.95739253784825	0.0854856951040831	0.0957357784498964
"EIF3D"	"EIF3D"	0.000475777252841743	7.38656863581831	0.000143815838782757	0.990431739048915	0.991459015780055
"EIF3E"	"EIF3E"	-0.27163499267988	7.81181420566661	25.1927523004559	5.18767863650899e-07	7.55857725651577e-07
"EIF3F"	"EIF3F"	-0.288697640707992	6.72165024099445	37.8773274171838	7.53356830448646e-10	1.22736291181691e-09
"EIF3G"	"EIF3G"	0.0292641088544842	6.75087340973479	0.690323299506872	0.406054436341262	0.428271169671605
"EIF3H"	"EIF3H"	-0.0513589397492706	7.47126496288544	1.19472831784958	0.274377869216145	0.294365526355576
"EIF3I"	"EIF3I"	0.814025880216966	7.32407124859146	456.797174462149	2.39269123089493e-101	8.68145136583104e-100
"EIF3J"	"EIF3J"	-0.0645902801623369	6.64111408637168	4.38198216760122	0.0363207360019345	0.0418576098630796
"EIF3K"	"EIF3K"	0.4632406292155	6.63457502848708	133.658751439751	6.48816108632151e-31	2.11742804433446e-30
"EIF3L"	"EIF3L"	-0.668992941390662	8.5452525588789	142.066317535446	9.4054731078584e-33	3.27236323437794e-32
"EIF3M"	"EIF3M"	0.30941883009245	6.70813633659365	48.1551743776361	3.93788414093278e-12	6.97866920165061e-12
"EIF4A2"	"EIF4A2"	-0.248658621252523	8.9759972963944	34.8148752190527	3.6259247123547e-09	5.73814080244414e-09
"EIF4A3"	"EIF4A3"	0.552025624019548	6.26701329009791	347.026372552635	1.88233492406064e-77	2.97820357329245e-76
"EIF4B"	"EIF4B"	-0.660259922789946	8.35235404281743	181.294514128165	2.52802192833233e-41	1.16110956397421e-40
"EIF4E2"	"EIF4E2"	0.141420666451076	6.1362168930163	36.5402355355475	1.49547228110847e-09	2.40983439599369e-09
"EIF4E3"	"EIF4E3"	-0.200257403089913	4.82530330026555	10.4979456167506	0.00119507343599133	0.00149785522337781
"EIF4EBP1"	"EIF4EBP1"	1.14073898104222	5.00682391941153	295.667033257832	2.89601929826619e-66	3.12179235897243e-65
"EIF4EBP2"	"EIF4EBP2"	-0.508507995167861	7.51071839081471	192.103645667391	1.10449457393559e-43	5.53470680057649e-43
"EIF4EBP3"	"EIF4EBP3"	-0.00654309305964342	3.44519481471294	0.00871080452304795	0.925640056270612	0.931689570647963
"EIF4ENIF1"	"EIF4ENIF1"	-0.55917799081398	5.51443990119103	296.267364226162	2.14290890876576e-66	2.32904596638153e-65
"EIF4E"	"EIF4E"	0.104463625308362	4.92097249746369	10.2618254484591	0.0013581123092843	0.00169846163627409
"EIF4G1"	"EIF4G1"	-0.0157289827921089	8.01510504296989	0.203303162116981	0.652067736148172	0.67216734675302
"EIF4G2"	"EIF4G2"	0.348118551492172	9.81545049861397	104.604735329887	1.49100051931166e-24	3.95261207069673e-24
"EIF4G3"	"EIF4G3"	-0.324334992288596	6.93187070648835	49.7547214954453	1.74218434217808e-12	3.1272911000263e-12
"EIF4H"	"EIF4H"	0.281405556161073	8.277754784225	108.683627870101	1.9037070422639e-25	5.22166859622102e-25
"EIF5A2"	"EIF5A2"	0.201706201411514	3.33147179899467	10.9328007572353	0.000944765654525289	0.00119109748154338
"EIF5AL1"	"EIF5AL1"	0.753600425232917	5.95903078966572	402.757148709105	1.38274827720222e-89	3.34191098648691e-88
"EIF5A"	"EIF5A"	0.254963419282605	7.68777042187378	63.2267039206802	1.84233726831102e-15	3.65914619746723e-15
"EIF5B"	"EIF5B"	-0.322332597600605	7.50238218514146	44.7657869150734	2.22069232672823e-11	3.83090595972886e-11
"EIF5"	"EIF5"	0.220036814756173	8.20901828421913	47.9669756639253	4.334588737268e-12	7.66856179267124e-12
"EIF6"	"EIF6"	0.553303246343003	6.41116728102109	326.889929937588	4.57271732722004e-73	6.20423887030595e-72
"ELAC1"	"ELAC1"	0.333079924151242	3.31969606729711	76.4514832649996	2.25690130526026e-18	4.89999403063178e-18
"ELAC2"	"ELAC2"	0.0554474426214865	6.26511894883086	5.46121910519821	0.0194430769448082	0.0228212603316028
"ELAVL1"	"ELAVL1"	0.185034238374233	6.70699288209654	41.482245511741	1.18946301183458e-10	1.9983585960693e-10
"ELAVL2"	"ELAVL2"	-1.31691588112192	4.21173755648709	82.7773679595174	9.18354584524706e-20	2.08549322669242e-19
"ELAVL3"	"ELAVL3"	-1.0205094692926	6.37047033925891	151.832345650137	6.89395183942014e-35	2.5735879520187e-34
"ELAVL4"	"ELAVL4"	-1.27445305186334	4.1223182156277	86.0184324004431	1.78266252299208e-20	4.14380304196473e-20
"ELF1"	"ELF1"	0.184839995786535	5.35398834666396	16.9946883714838	3.74845363141138e-05	5.04991282541807e-05
"ELF2"	"ELF2"	0.258141315636584	5.02453094580727	79.6669736516496	4.43146509392971e-19	9.84112903279958e-19
"ELF4"	"ELF4"	1.1899240072446	2.57726141582088	179.047030755638	7.8251947014569e-41	3.5346441089857e-40
"ELFN1"	"ELFN1"	-0.0618907029323379	3.7498368590371	0.314256778921276	0.575079727373721	0.596035882960292
"ELFN2"	"ELFN2"	-2.62705864996641	6.78805682711544	291.239443140822	2.66989895899211e-65	2.7827305420683e-64
"ELK1"	"ELK1"	0.417689305606574	5.34184107358626	67.1872823258832	2.46901721796836e-16	5.04573154496441e-16
"ELK3"	"ELK3"	0.749932201059309	3.75744906948942	96.0817550791182	1.10236015381952e-22	2.74868548860578e-22
"ELK4"	"ELK4"	-0.371724317704335	2.13221055432806	39.2727926686546	3.68541033780405e-10	6.08019207525803e-10
"ELL2"	"ELL2"	0.136972288209165	6.25334583956241	4.21143837821342	0.0401522759588615	0.0461190494332306
"ELL3"	"ELL3"	0.618951238646231	1.31101829706624	79.0978889895785	5.91074541207671e-19	1.30660957902939e-18
"ELL"	"ELL"	-0.080131506305905	4.50405530700149	6.216026396031	0.0126598933816552	0.0150055081452613
"ELMO1"	"ELMO1"	-1.05999964353742	7.18439740283521	192.853701492332	7.57623470409741e-44	3.81499651517281e-43
"ELMO2"	"ELMO2"	-0.247928040319048	7.02899625345333	52.9858638805447	3.35957513273005e-13	6.17921092574423e-13
"ELMO3"	"ELMO3"	-0.487141173482568	0.806906294067838	27.9999844317224	1.21316426838413e-07	1.80949712686967e-07
"ELMOD1"	"ELMOD1"	-0.0102227812838139	4.99270079228962	0.00936061112611242	0.922924732217695	0.929214263995464
"ELMOD2"	"ELMOD2"	0.659811401096924	2.5641091852548	282.679834959629	1.95714688641976e-63	1.89395825365634e-62
"ELMOD3"	"ELMOD3"	0.292503893079195	4.17300270504477	57.8896495815599	2.77242070265427e-14	5.28318211298221e-14
"ELN"	"ELN"	1.22672480748024	6.78307915614015	171.086907218049	4.28330924373325e-39	1.83622943208547e-38
"ELOF1"	"ELOF1"	0.249506154821025	5.81265256004361	69.6864531408868	6.95219453987526e-17	1.44172640529686e-16
"ELOVL1"	"ELOVL1"	0.403996078700736	5.97780104202667	28.6364354283386	8.73235435858977e-08	1.31003413522595e-07
"ELOVL2"	"ELOVL2"	1.27857607148287	6.15213838838322	109.958747894014	1.00051324659326e-25	2.76262259601956e-25
"ELOVL4"	"ELOVL4"	-0.419551997444111	3.87540481444076	28.2325458000269	1.07580359694577e-07	1.60809588776292e-07
"ELOVL5"	"ELOVL5"	0.263359526969747	7.41463203765114	41.726395625524	1.04982057551425e-10	1.76621179218127e-10
"ELOVL6"	"ELOVL6"	0.658088466463218	4.01400873404567	143.701277273413	4.12954801583083e-33	1.45493956255008e-32
"ELOVL7"	"ELOVL7"	-1.06005453340676	3.94293860626127	171.872385742466	2.8855695583201e-39	1.23922843357461e-38
"ELP2P"	"ELP2P"	-0.908279694830858	0.573169669687026	150.630031577594	1.26255900832135e-34	4.66158295421273e-34
"ELP2"	"ELP2"	0.31224491044386	5.65553392381579	92.6695194673894	6.17980568236222e-22	1.50058783736259e-21
"ELP3"	"ELP3"	-0.166483903278119	5.91139285708427	33.0343076964095	9.05469144387438e-09	1.41224701608457e-08
"ELP4"	"ELP4"	0.207246988419193	4.42394219571191	29.0817389539613	6.93879484166568e-08	1.0456222850296e-07
"ELTD1"	"ELTD1"	1.01740805847972	4.40413548508313	174.671460303222	7.06238969361068e-40	3.10483497098092e-39
"EMB"	"EMB"	0.775417874489353	3.36814254772067	67.2871883980634	2.34701621390958e-16	4.80047382435277e-16
"EMCN"	"EMCN"	0.292974716996269	3.55703706031261	16.0881469575446	6.04612815645669e-05	8.07693986537081e-05
"EMD"	"EMD"	0.392686498059142	5.61628116876642	162.187879460706	3.76393981371409e-37	1.51742012484374e-36
"EME1"	"EME1"	1.00968302674081	2.14291384341642	112.721823966703	2.48274501711329e-26	7.00227929334681e-26
"EME2"	"EME2"	-0.269204977133639	0.454995542490724	7.26254832369443	0.00704073158240369	0.00846302483547478
"EMID1"	"EMID1"	0.503984569104818	5.08582859026474	38.5844254140762	5.24356828170805e-10	8.59598437484854e-10
"EMID2"	"EMID2"	-0.826509444921619	3.04721855836882	26.3833318452741	2.79945886833642e-07	4.12076929709266e-07
"EMILIN1"	"EMILIN1"	1.56434680861972	5.78115931590086	314.427799555355	2.36962723781384e-70	2.94717298297516e-69
"EMILIN2"	"EMILIN2"	1.7818406834046	3.30188039896112	217.6218701403	2.98625510311762e-49	1.7849717228668e-48
"EMILIN3"	"EMILIN3"	1.45826988581298	5.10136043733179	58.0644802774442	2.53665365133541e-14	4.84410168980118e-14
"EML1"	"EML1"	0.0781901232586283	4.86160456789275	3.29747180838854	0.0693866005466217	0.0783977067129823
"EML2"	"EML2"	-0.425937451408616	4.98814053276267	41.0617681277497	1.47493413336573e-10	2.47079627965004e-10
"EML3"	"EML3"	-0.136159252860956	6.09754357403301	10.057034438034	0.00151767328221824	0.00189375591334886
"EML4"	"EML4"	0.512837205389484	5.3309149740492	138.122031218678	6.85332434193444e-32	2.31595650089134e-31
"EML5"	"EML5"	-1.12411888223976	2.5058526931543	290.690428535738	3.5165661678581e-65	3.6494142230883e-64
"EML6"	"EML6"	-0.465183466921238	3.76737328984335	48.7980993211279	2.8371462371206e-12	5.0514532129867e-12
"EMP1"	"EMP1"	1.4484983371508	7.50462332533881	168.20373275547	1.82600137991573e-38	7.67790356579729e-38
"EMP2"	"EMP2"	1.14713061476886	4.62006129204397	192.785794246602	7.83925862962465e-44	3.94469750368704e-43
"EMP3"	"EMP3"	2.81505768180237	5.30569970117785	369.855842119514	2.01178590321229e-82	3.74352500267408e-81
"EMR1"	"EMR1"	1.45593528284448	0.986920472196374	55.47541136427	9.46353927078069e-14	1.77282166178949e-13
"EMR2"	"EMR2"	1.38847316048972	2.78242648920008	172.357661399571	2.26073652044433e-39	9.74357922193289e-39
"EMR4P"	"EMR4P"	0.284211228719652	0.227007071808649	4.22408687109555	0.0398540582347119	0.045791047703486
"EMX1"	"EMX1"	-2.1214815065755	1.07204646037008	84.5451955022088	3.75531640240649e-20	8.63221904694168e-20
"EMX2OS"	"EMX2OS"	-1.48106756994698	4.67951315127552	121.852358977223	2.486713523431e-28	7.46891113666195e-28
"EMX2"	"EMX2"	-0.750877719746204	3.68982270992989	35.1846851904345	2.9987252488622e-09	4.76275868653626e-09
"EN1"	"EN1"	2.33177898856595	1.67135831731941	82.3734928283261	1.12654499703873e-19	2.54947505426445e-19
"EN2"	"EN2"	1.23991819334424	1.57699395189906	75.0359591572122	4.62218428617917e-18	9.93694118072703e-18
"ENAH"	"ENAH"	-0.414759359061555	8.09006116823385	64.9196599105732	7.80148220071634e-16	1.56776870932496e-15
"ENC1"	"ENC1"	-0.364366681274553	7.89853368910307	6.12171268876989	0.0133531364667811	0.0158129535075329
"ENDOD1"	"ENDOD1"	0.0343414511586159	6.89692932431729	0.302443130241954	0.582354835991406	0.603101148912482
"ENDOG"	"ENDOG"	-0.269776274802339	4.49931515736545	26.3736118113326	2.81358232867905e-07	4.14113779710112e-07
"ENDOU"	"ENDOU"	-1.37150319395314	1.61317089153323	120.515887215947	4.8774603224687e-28	1.4526022030113e-27
"ENGASE"	"ENGASE"	-0.567859551043897	5.02353964822148	164.902803966397	9.60599325665284e-38	3.94737338565322e-37
"ENG"	"ENG"	1.10112341424919	6.63676274567943	261.245791208308	9.18260402694755e-59	7.64003209759308e-58
"ENHO"	"ENHO"	-1.64277423668144	7.49703616488973	239.952130604916	4.02849838722846e-54	2.89432114897799e-53
"ENKUR"	"ENKUR"	-0.109923608782884	4.36155201200151	1.84399880659316	0.174482984966994	0.190583233240318
"ENO1"	"ENO1"	0.690082138213622	10.0955848912879	261.226471149248	9.27207836067078e-59	7.7100447115124e-58
"ENO2"	"ENO2"	-0.4863312647244	8.15830555772266	38.3085480772794	6.03974980643572e-10	9.87436001668774e-10
"ENO3"	"ENO3"	-0.146885856910536	1.72637550880762	2.77701044062769	0.0956265159993509	0.106712793657797
"ENOPH1"	"ENOPH1"	0.212353105983081	6.95458332196866	42.0251682482076	9.01061794072879e-11	1.52000368128561e-10
"ENOSF1"	"ENOSF1"	0.484741326002639	3.06707480491708	28.709159505339	8.41049949821056e-08	1.26240333059196e-07
"ENOX1"	"ENOX1"	-0.780390648409576	3.61798888339657	142.307199800785	8.33126317066409e-33	2.90420652351803e-32
"ENOX2"	"ENOX2"	0.31231818176198	3.97795493713979	67.7326405839365	1.87238076433741e-16	3.83944140585165e-16
"ENPEP"	"ENPEP"	1.85853805070641	3.13981834127603	273.534699923482	1.92555087737027e-61	1.75986111437433e-60
"ENPP1"	"ENPP1"	0.944336002827371	1.77531079608078	83.1684472649877	7.5350895700551e-20	1.71410263522451e-19
"ENPP2"	"ENPP2"	-0.871367459067188	6.43961946010568	36.9529566816512	1.21014045503516e-09	1.96030025372541e-09
"ENPP4"	"ENPP4"	-0.623681580393796	5.51029783504812	59.7874319131065	1.05676041873604e-14	2.04555697045616e-14
"ENPP5"	"ENPP5"	-0.0547485086571901	4.38414558371198	0.189062908445408	0.663697697641991	0.683722448499474
"ENPP6"	"ENPP6"	0.203864798637131	3.76229650088658	2.66969862014184	0.1022753891454	0.113877927138744
"ENSA"	"ENSA"	0.2298600376896	7.323257648487	41.7359862258761	1.04468353564893e-10	1.75777354086351e-10
"ENTPD1"	"ENTPD1"	0.177666627882873	6.24377083251523	31.4295288723185	2.06811594345249e-08	3.17734421239115e-08
"ENTPD2"	"ENTPD2"	0.795998421641481	4.18328719683308	38.0330993241247	6.95545974543441e-10	1.13445460494202e-09
"ENTPD3"	"ENTPD3"	-1.06838099930707	1.93434909568883	31.9528686509223	1.57958932327018e-08	2.4387026376221e-08
"ENTPD4"	"ENTPD4"	-0.284582328009618	4.07496338306838	35.6965624251792	2.3057050779962e-09	3.68388615099338e-09
"ENTPD5"	"ENTPD5"	-0.0156397530248255	2.66220043325091	0.076772499767003	0.781719823892486	0.795903923657889
"ENTPD6"	"ENTPD6"	-0.213647496506175	6.6488331577184	25.1237412961402	5.3766812055196e-07	7.82529544710035e-07
"ENTPD7"	"ENTPD7"	0.390583822409947	2.42776401484456	46.4354712076299	9.46858278080384e-12	1.65491576624046e-11
"ENY2"	"ENY2"	0.602243403306796	4.72568643839849	197.313435918137	8.05600441376317e-45	4.19520776611689e-44
"EP300"	"EP300"	-0.794212432139565	6.80707278364923	208.87686914315	2.41492797082199e-47	1.36140623962578e-46
"EP400NL"	"EP400NL"	-0.177536187636636	2.47988759537552	14.0280735319101	0.000180101563123569	0.000235021663001614
"EP400"	"EP400"	-0.442870850029515	6.43775517137786	106.574637594231	5.51748337677758e-25	1.48967935183903e-24
"EPAS1"	"EPAS1"	-0.129943391843274	7.92463332259192	3.78178517100253	0.0518133533654148	0.0590724457923381
"EPB41L1"	"EPB41L1"	-0.746739982772594	7.08750267748461	106.070656227534	7.11524717221391e-25	1.91214838151366e-24
"EPB41L2"	"EPB41L2"	-0.523167857767999	7.92143399155599	100.086432939532	1.45889449620195e-23	3.74475454282191e-23
"EPB41L3"	"EPB41L3"	-0.975331388173574	6.34327822094562	100.278929266669	1.3237761219441e-23	3.40154542374595e-23
"EPB41L4A"	"EPB41L4A"	-0.731872997100154	5.16710086919303	209.052858978857	2.21058543042197e-47	1.24815309189621e-46
